Pulse_Index,Point_0,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52,Point_53,Point_54,Point_55,Point_56,Point_57,Point_58,Point_59,Point_60,Point_61,Point_62,Point_63,Point_64,Point_65,Point_66,Point_67,Point_68,Point_69,Point_70,Point_71,Point_72,Point_73,Point_74,Point_75,Point_76,Point_77,Point_78,Point_79,Point_80,Point_81,Point_82,Point_83,Point_84,Point_85,Point_86,Point_87,Point_88,Point_89,Point_90,Point_91,Point_92,Point_93,Point_94,Point_95,Point_96,Point_97,Point_98,Point_99,Point_100,Point_101,Point_102,Point_103,Point_104,Point_105,Point_106,Point_107,Point_108,Point_109,Point_110,Point_111,Point_112,Point_113,Point_114,Point_115,Point_116,Point_117,Point_118,Point_119,Point_120,Point_121,Point_122,Point_123,Point_124,Point_125,Point_126,Point_127,Point_128,Point_129,Point_130,Point_131,Point_132,Point_133,Point_134,Point_135,Point_136,Point_137,Point_138,Point_139,Point_140,Point_141,Point_142,Point_143,Point_144,Point_145,Point_146,Point_147,Point_148,Point_149,Point_150,Point_151,Point_152,Point_153,Point_154,Point_155,Point_156,Point_157,Point_158,Point_159,Point_160,Point_161,Point_162,Point_163,Point_164,Point_165,Point_166,Point_167,Point_168,Point_169,Point_170,Point_171,Point_172,Point_173,Point_174,Point_175,Point_176,Point_177,Point_178,Point_179,Point_180,Point_181,Point_182,Point_183,Point_184,Point_185,Point_186,Point_187,Point_188,Point_189,Point_190,Point_191,Point_192,Point_193,Point_194,Point_195,Point_196,Point_197,Point_198,Point_199,Point_200,Point_201,Point_202,Point_203,Point_204,Point_205,Point_206,Point_207,Point_208,Point_209,Point_210,Point_211,Point_212,Point_213,Point_214,Point_215,Point_216,Point_217,Point_218,Point_219,Point_220,Point_221,Point_222,Point_223,Point_224,Point_225,Point_226,Point_227,Point_228,Point_229,Point_230,Point_231,Point_232,Point_233,Point_234,Point_235,Point_236,Point_237,Point_238,Point_239,Point_240,Point_241,Point_242,Point_243,Point_244,Point_245,Point_246,Point_247,Point_248,Point_249
Outdoor_Real_Cycle_10,0.26591,0.27131,0.27794,0.28344,0.28881,0.29376,0.29707,0.30116,0.30558,0.309,0.31039,0.31297,0.31544,0.31644,0.31983,0.32131,0.32202,0.32401,0.32433,0.32624,0.32626,0.32563,0.32568,0.32661,0.327,0.32594,0.327,0.327,0.3257,0.32676,0.32599,0.32604,0.32511,0.32297,0.3238,0.32318,0.32179,0.322,0.32054,0.32117,0.32115,0.31973,0.318,0.31804,0.31698,0.31571,0.31511,0.31434,0.31358,0.31325,0.31199,0.31127,0.3111,0.309,0.30981,0.30828,0.30794,0.30698,0.30613,0.30516,0.30656,0.30392,0.30514,0.30367,0.30267,0.3028,0.30098,0.30154,0.30091,0.30038,0.29933,0.2988,0.29797,0.29886,0.29825,0.2971,0.29541,0.29508,0.29512,0.29427,0.29375,0.29309,0.29361,0.29267,0.29199,0.29152,0.29188,0.29088,0.2902,0.29162,0.29305,0.28912,0.27931,0.26341,0.24132,0.2163,0.19209,0.172,0.15622,0.14284,0.13084,0.12036,0.10967,0.10153,0.09338,0.08701,0.08046,0.07493,0.06924,0.06436,0.05979,0.05567,0.05236,0.04994,0.04655,0.04458,0.04047,0.03919,0.03775,0.03581,0.03339,0.03236,0.03066,0.02874,0.02783,0.02566,0.02543,0.02304,0.02227,0.02255,0.02101,0.02025,0.02008,0.0184,0.01751,0.01704,0.0163,0.01529,0.01562,0.01529,0.01449,0.01406,0.01414,0.01473,0.01305,0.01202,0.01226,0.01177,0.01209,0.01205,0.01105,0.01137,0.01115,0.01015,0.01036,0.00978,0.01068,0.00999,0.0099,0.00929,0.00915,0.00889,0.00982,0.00852,0.00839,0.0078,0.00817,0.0096,0.00723,0.00826,0.00741,0.00736,0.00695,0.00732,0.00791,0.00753,0.00667,0.00683,0.00694,0.0076,0.00827,0.00652,0.00715,0.00647,0.00783,0.0059,0.00631,0.00602,0.00636,0.00623,0.00614,0.0054,0.00651,0.00547,0.00649,0.00518,0.0054,0.00641,0.00609,0.00568,0.00594,0.00628,0.00536,0.00521,0.005,0.00566,0.00638,0.00529,0.00581,0.00611,0.00545,0.00533,0.00574,0.005,0.00513,0.00507,0.00635,0.00517,0.00599,0.0087,0.01075,0.01404,0.01669,0.02155,0.02636,0.03118,0.03849,0.04442,0.05192,0.0593,0.06911,0.07705,0.08822,0.09821,0.10842,0.12002,0.13109,0.14218,0.15417,0.16488,0.17598,0.18736,0.19788,0.20799,0.21871,0.22847,0.23687,0.24354,0.2517,0.25932
Outdoor_Real_Cycle_9,0.36916,0.37297,0.37565,0.37858,0.38151,0.38362,0.38532,0.38647,0.38834,0.38978,0.38964,0.39133,0.39119,0.393,0.39128,0.39185,0.39149,0.39129,0.39202,0.39223,0.39089,0.38985,0.39074,0.38996,0.38982,0.38824,0.38671,0.38646,0.38581,0.3845,0.38331,0.3838,0.38295,0.38266,0.38068,0.38145,0.37955,0.37891,0.37895,0.37587,0.37628,0.37564,0.37419,0.37322,0.37249,0.37162,0.37008,0.3691,0.36914,0.36798,0.36764,0.36552,0.3662,0.36552,0.36465,0.36413,0.36293,0.3623,0.36106,0.36085,0.35997,0.35896,0.35823,0.35862,0.35691,0.35724,0.35515,0.35611,0.35435,0.35445,0.35338,0.35266,0.35316,0.35206,0.3529,0.35107,0.3502,0.35048,0.34928,0.34896,0.35147,0.35218,0.34773,0.33582,0.31652,0.28929,0.26134,0.23193,0.20894,0.1903,0.17419,0.15938,0.14633,0.13445,0.12562,0.11599,0.10799,0.10046,0.09429,0.0876,0.08056,0.07645,0.07211,0.06854,0.06391,0.06189,0.05624,0.05378,0.05102,0.04936,0.04702,0.04436,0.04308,0.04009,0.03991,0.03717,0.03673,0.03439,0.03255,0.03189,0.02944,0.02967,0.02824,0.02738,0.02773,0.02667,0.02611,0.02489,0.02431,0.02244,0.02255,0.02158,0.02154,0.02232,0.02008,0.02135,0.0196,0.01986,0.01947,0.01949,0.01905,0.01821,0.01741,0.01822,0.01853,0.0175,0.01794,0.01695,0.01578,0.01646,0.01611,0.01614,0.01592,0.01545,0.0157,0.01522,0.0146,0.01484,0.01473,0.01389,0.01394,0.01454,0.01344,0.01416,0.01395,0.01385,0.01436,0.01368,0.01287,0.01301,0.01279,0.01308,0.01286,0.01293,0.01168,0.01273,0.01224,0.01282,0.01189,0.01254,0.01263,0.011,0.01243,0.01265,0.01183,0.01117,0.01201,0.01112,0.01243,0.01153,0.01194,0.01177,0.0118,0.0111,0.01178,0.01233,0.01136,0.01156,0.01264,0.011,0.011,0.01114,0.0111,0.01177,0.011,0.011,0.011,0.011,0.011,0.01243,0.0149,0.0178,0.02169,0.02657,0.03075,0.03546,0.0434,0.04926,0.05721,0.06777,0.07539,0.08641,0.09713,0.10943,0.12131,0.13344,0.14707,0.1605,0.17322,0.18755,0.20032,0.21481,0.22735,0.23913,0.25278,0.26342,0.2752,0.28525,0.29373,0.30354,0.31089,0.32088,0.32744,0.33455,0.34089,0.34649,0.35197,0.35614,0.36189,0.36497
Outdoor_Real_Cycle_8,0.008,0.00792,0.00706,0.00794,0.00792,0.008,0.008,0.008,0.00736,0.00761,0.008,0.008,0.008,0.008,0.008,0.008,0.00728,0.008,0.008,0.008,0.00778,0.008,0.00757,0.00755,0.00771,0.00784,0.008,0.00723,0.008,0.00723,0.00788,0.008,0.008,0.00705,0.00708,0.008,0.008,0.00764,0.00778,0.00778,0.008,0.00689,0.008,0.00739,0.00775,0.008,0.00745,0.00737,0.00752,0.00713,0.0072,0.008,0.008,0.008,0.00747,0.00643,0.00676,0.00752,0.00782,0.00794,0.008,0.00753,0.00751,0.008,0.008,0.008,0.00793,0.008,0.008,0.00761,0.00668,0.00729,0.0073,0.00631,0.00666,0.006,0.00621,0.00636,0.00662,0.0075,0.00679,0.0069,0.00616,0.0069,0.00669,0.00626,0.00619,0.00641,0.006,0.00689,0.00709,0.006,0.006,0.00614,0.00679,0.00725,0.006,0.00705,0.00634,0.00623,0.00661,0.006,0.00666,0.00605,0.006,0.00652,0.00694,0.00671,0.006,0.006,0.00605,0.00605,0.006,0.006,0.00624,0.006,0.006,0.00601,0.00625,0.00708,0.006,0.00601,0.00652,0.006,0.006,0.00608,0.006,0.00609,0.00708,0.0068,0.006,0.00637,0.006,0.00695,0.006,0.00602,0.006,0.006,0.006,0.006,0.00602,0.006,0.006,0.006,0.006,0.00627,0.00618,0.00616,0.00703,0.00639,0.00613,0.006,0.00611,0.00717,0.00705,0.006,0.00666,0.006,0.006,0.0063,0.006,0.006,0.00659,0.00662,0.00616,0.00639,0.006,0.00631,0.00659,0.00619,0.00658,0.006,0.00687,0.006,0.00614,0.006,0.006,0.00647,0.006,0.006,0.006,0.00687,0.00652,0.00688,0.00614,0.006,0.006,0.006,0.006,0.006,0.00699,0.00667,0.006,0.006,0.00632,0.00696,0.00621,0.006,0.006,0.00633,0.00609,0.00645,0.00721,0.00613,0.00705,0.00643,0.006,0.006,0.00707,0.00682,0.00773,0.00661,0.00634,0.00757,0.0066,0.00732,0.00765,0.00719,0.00689,0.00697,0.00692,0.008,0.00655,0.00641,0.00795,0.008,0.00774,0.00784,0.008,0.00724,0.00764,0.00793,0.00765,0.00788,0.008,0.008,0.00722,0.00654,0.00775,0.008,0.00781,0.00701,0.008,0.00747,0.008,0.008,0.008,0.008,0.008,0.008
Outdoor_Real_Cycle_7,0.29716,0.30829,0.31741,0.32698,0.33489,0.34429,0.35113,0.35706,0.36341,0.36919,0.3751,0.38005,0.38473,0.38791,0.39183,0.39498,0.39834,0.39963,0.40255,0.40313,0.40561,0.40712,0.40943,0.41125,0.41127,0.41048,0.41057,0.412,0.412,0.412,0.41189,0.41109,0.41037,0.4108,0.41067,0.41022,0.40916,0.40776,0.40902,0.40528,0.40636,0.4059,0.40341,0.40375,0.40154,0.40239,0.40084,0.39999,0.39855,0.39909,0.39622,0.39603,0.39505,0.39508,0.39371,0.39144,0.39151,0.39136,0.38998,0.38869,0.38857,0.38754,0.38698,0.38589,0.38466,0.3827,0.38333,0.38369,0.38195,0.38112,0.37955,0.3794,0.37942,0.37748,0.37822,0.37686,0.37621,0.37614,0.37441,0.37356,0.3732,0.37201,0.37115,0.37158,0.37002,0.36988,0.36945,0.36902,0.36788,0.36772,0.36686,0.36697,0.36612,0.36745,0.36931,0.36433,0.35314,0.33042,0.30325,0.27177,0.24147,0.2176,0.19751,0.17982,0.16492,0.15106,0.13841,0.12679,0.11706,0.10822,0.09969,0.09352,0.08722,0.08174,0.07677,0.06983,0.0674,0.06225,0.058,0.05437,0.05136,0.0499,0.04652,0.04407,0.04074,0.03919,0.03789,0.03598,0.03527,0.033,0.03147,0.02938,0.02823,0.02602,0.02641,0.02469,0.02373,0.02251,0.0224,0.02187,0.02067,0.02101,0.01988,0.01836,0.01784,0.01824,0.01648,0.01696,0.01575,0.01626,0.01484,0.01488,0.01474,0.0144,0.01256,0.01346,0.01407,0.01285,0.01294,0.01333,0.01206,0.01176,0.01137,0.01152,0.01087,0.01166,0.00971,0.01037,0.01007,0.01015,0.01083,0.01006,0.00916,0.00976,0.00993,0.0088,0.00918,0.00903,0.00843,0.00849,0.00825,0.00854,0.00868,0.00862,0.0084,0.00774,0.00721,0.00744,0.00921,0.00747,0.00817,0.00726,0.0077,0.00791,0.00679,0.0077,0.00693,0.00774,0.00683,0.00621,0.00743,0.00803,0.00743,0.00661,0.00646,0.007,0.00606,0.00707,0.00646,0.00602,0.00643,0.006,0.006,0.00701,0.006,0.00716,0.00667,0.006,0.006,0.00631,0.00719,0.00648,0.00781,0.01034,0.01355,0.01692,0.02158,0.02636,0.03204,0.03885,0.04729,0.05504,0.06396,0.07468,0.08656,0.09815,0.11013,0.12461,0.13813,0.15073,0.16391,0.1796,0.19417,0.20826,0.22279,0.23669,0.2494,0.26249,0.27481,0.28711
Outdoor_Real_Cycle_6,0.22848,0.24145,0.25406,0.26498,0.27687,0.2888,0.29846,0.30739,0.31672,0.32478,0.33161,0.33927,0.3453,0.35084,0.35833,0.36181,0.36715,0.37155,0.3747,0.37873,0.3834,0.38588,0.38898,0.38968,0.39253,0.39376,0.39529,0.39567,0.3969,0.39776,0.39876,0.399,0.39885,0.399,0.399,0.39866,0.3974,0.39737,0.39788,0.39812,0.39651,0.39656,0.39546,0.39517,0.3944,0.39368,0.39226,0.39151,0.3908,0.39007,0.38991,0.38831,0.38756,0.38603,0.38559,0.38562,0.38358,0.38258,0.38255,0.38148,0.37989,0.37956,0.37945,0.37748,0.37629,0.37572,0.37531,0.37485,0.37373,0.37318,0.3732,0.37105,0.37041,0.37105,0.36907,0.36745,0.368,0.36707,0.36537,0.366,0.36465,0.36447,0.36391,0.36265,0.36067,0.36225,0.36105,0.36032,0.35972,0.3581,0.35756,0.35817,0.35736,0.35794,0.35619,0.35623,0.35615,0.35473,0.35649,0.35772,0.35289,0.34077,0.32028,0.29388,0.26347,0.23304,0.2102,0.19074,0.17427,0.15946,0.14521,0.13197,0.12308,0.11326,0.10459,0.09704,0.09037,0.08348,0.07788,0.07169,0.06789,0.06354,0.05934,0.05572,0.05248,0.04956,0.04704,0.04441,0.04217,0.04037,0.03707,0.03573,0.03309,0.03255,0.0304,0.02918,0.02797,0.02655,0.02592,0.02471,0.0236,0.02215,0.02226,0.02103,0.02089,0.01947,0.01944,0.01815,0.01785,0.01682,0.01813,0.01673,0.01572,0.0157,0.01472,0.01398,0.01373,0.01408,0.01276,0.01225,0.01346,0.0124,0.0118,0.01261,0.01138,0.00953,0.01118,0.012,0.01018,0.01022,0.00927,0.00939,0.00864,0.00935,0.00967,0.00874,0.00835,0.00883,0.0084,0.00909,0.0074,0.00799,0.00861,0.00771,0.00802,0.00666,0.00802,0.00792,0.00852,0.00676,0.00689,0.00762,0.00688,0.00698,0.00623,0.00596,0.00603,0.00588,0.00773,0.005,0.00586,0.00626,0.00621,0.00587,0.00609,0.00535,0.00639,0.00676,0.00671,0.00571,0.00524,0.00662,0.005,0.005,0.0057,0.005,0.00541,0.0061,0.00589,0.005,0.00548,0.00565,0.00504,0.00536,0.005,0.005,0.00636,0.00591,0.00832,0.01197,0.01548,0.0194,0.02547,0.03096,0.0366,0.0451,0.0533,0.06286,0.07329,0.08274,0.09535,0.10616,0.11842,0.13118,0.1456,0.15822,0.17216,0.18732,0.2027,0.21539
Outdoor_Real_Cycle_5,0.22263,0.23513,0.24771,0.26025,0.27129,0.2805,0.2913,0.29999,0.30802,0.31612,0.32421,0.33108,0.33689,0.34298,0.34924,0.35391,0.35909,0.36205,0.36661,0.36828,0.37258,0.37568,0.37655,0.38091,0.38255,0.38295,0.38359,0.38594,0.38725,0.38728,0.38818,0.38793,0.38853,0.38772,0.3896,0.38867,0.38861,0.38796,0.38771,0.38614,0.38747,0.38625,0.38581,0.38402,0.38361,0.38364,0.38237,0.38222,0.38038,0.38063,0.38008,0.37845,0.37675,0.37631,0.37496,0.37524,0.37497,0.37305,0.37231,0.37199,0.37018,0.37002,0.36906,0.36752,0.36815,0.36604,0.36653,0.36387,0.36362,0.36377,0.36276,0.36158,0.3607,0.3605,0.35874,0.35853,0.35937,0.35722,0.35641,0.35463,0.35449,0.35427,0.35485,0.35388,0.35178,0.35269,0.3524,0.35062,0.35006,0.3512,0.34905,0.34863,0.34828,0.34738,0.34708,0.3452,0.34652,0.34492,0.34824,0.34902,0.34464,0.33346,0.31238,0.28801,0.25697,0.227,0.20509,0.18532,0.17072,0.15497,0.14145,0.1307,0.12134,0.11095,0.10199,0.09425,0.08811,0.08151,0.07662,0.07065,0.06585,0.06149,0.05812,0.05464,0.05099,0.04848,0.04543,0.04382,0.04006,0.03805,0.03629,0.03483,0.0336,0.03138,0.03065,0.02929,0.02697,0.02611,0.02565,0.02346,0.02492,0.02221,0.02154,0.02026,0.01988,0.01911,0.01853,0.01959,0.01874,0.01677,0.01486,0.01645,0.01577,0.01559,0.01503,0.01367,0.01342,0.01346,0.01227,0.0128,0.01154,0.01281,0.01212,0.0117,0.01158,0.0109,0.01067,0.00995,0.00997,0.00931,0.00969,0.01026,0.00967,0.00854,0.00935,0.00899,0.00732,0.00801,0.00886,0.00791,0.00828,0.0083,0.00808,0.00711,0.00718,0.00761,0.0079,0.00752,0.00585,0.00647,0.00699,0.00623,0.00708,0.00634,0.00592,0.00714,0.00625,0.00652,0.00526,0.00659,0.00715,0.00576,0.00642,0.00575,0.00554,0.00619,0.00599,0.00549,0.0054,0.00623,0.00619,0.00635,0.00582,0.0057,0.005,0.00683,0.0056,0.00612,0.005,0.005,0.00526,0.005,0.00548,0.00571,0.00504,0.00515,0.00513,0.00793,0.00788,0.01248,0.01527,0.01959,0.02517,0.03092,0.03712,0.04315,0.05282,0.06145,0.07105,0.08104,0.09194,0.10323,0.11592,0.12851,0.14233,0.15518,0.1685,0.18353,0.19658,0.21012
Outdoor_Real_Cycle_4,0.26629,0.27881,0.28759,0.29741,0.30783,0.31697,0.32466,0.3333,0.34023,0.34559,0.3511,0.35906,0.36263,0.36835,0.37147,0.375,0.37849,0.38229,0.38513,0.38777,0.38967,0.39195,0.39271,0.39554,0.39504,0.3969,0.39746,0.39827,0.39732,0.39847,0.39834,0.399,0.399,0.3979,0.39868,0.39761,0.39779,0.39677,0.39612,0.39554,0.39502,0.3948,0.39305,0.39352,0.39228,0.39018,0.39076,0.38884,0.38816,0.38754,0.38736,0.38588,0.385,0.38498,0.38228,0.38192,0.38066,0.38054,0.38046,0.37878,0.37817,0.37784,0.37504,0.37513,0.37553,0.37368,0.37154,0.371,0.37187,0.3711,0.36958,0.36806,0.36921,0.36718,0.36697,0.36544,0.36571,0.36396,0.36385,0.36334,0.36248,0.3613,0.36138,0.36183,0.36002,0.36002,0.35843,0.35849,0.35812,0.35662,0.35638,0.35635,0.35495,0.3549,0.35496,0.3563,0.35797,0.35364,0.34087,0.32051,0.29292,0.26368,0.23382,0.20985,0.1902,0.17393,0.15898,0.14415,0.133,0.12341,0.11441,0.10546,0.09735,0.09111,0.08391,0.07758,0.07184,0.06763,0.06357,0.05953,0.05515,0.0529,0.04957,0.04703,0.04335,0.04152,0.03995,0.03778,0.0353,0.03281,0.03244,0.02983,0.02938,0.02824,0.026,0.025,0.02494,0.02425,0.02232,0.02108,0.02045,0.02164,0.01951,0.01915,0.01646,0.01732,0.01723,0.0163,0.01645,0.01623,0.01482,0.01479,0.01483,0.01454,0.01249,0.01251,0.01338,0.01244,0.01342,0.01073,0.01096,0.01135,0.01192,0.01167,0.01078,0.01134,0.01047,0.00947,0.00923,0.00998,0.00867,0.00925,0.00815,0.00875,0.00895,0.00838,0.00798,0.00784,0.00792,0.00835,0.00838,0.00784,0.0075,0.00691,0.00714,0.00858,0.00683,0.00766,0.00736,0.00656,0.00759,0.00727,0.00689,0.00637,0.00625,0.00687,0.00561,0.00654,0.00521,0.00639,0.00628,0.00621,0.00592,0.00568,0.00651,0.00696,0.00552,0.0059,0.00525,0.00595,0.00564,0.005,0.00594,0.00584,0.00533,0.005,0.005,0.00637,0.00503,0.00594,0.00627,0.00529,0.00551,0.005,0.00643,0.00887,0.01236,0.01581,0.02012,0.02572,0.03026,0.03764,0.04443,0.05357,0.06238,0.07281,0.08272,0.09452,0.10603,0.11801,0.13088,0.14611,0.15985,0.17417,0.18737,0.20058,0.21457,0.22792,0.24095,0.25376
Outdoor_Real_Cycle_3,0.38479,0.38851,0.3895,0.39183,0.39347,0.39313,0.3963,0.39724,0.39781,0.39822,0.399,0.39773,0.399,0.39895,0.39836,0.399,0.39894,0.39835,0.39671,0.39701,0.39699,0.39593,0.39398,0.39409,0.39324,0.39301,0.39149,0.39138,0.38962,0.38899,0.38889,0.38706,0.38764,0.38461,0.38486,0.38321,0.38231,0.38269,0.38162,0.37957,0.37983,0.37995,0.3763,0.37642,0.37525,0.37639,0.37456,0.37321,0.37258,0.37119,0.37123,0.37072,0.36901,0.36929,0.36887,0.36665,0.36639,0.36555,0.36655,0.36473,0.36306,0.3625,0.36223,0.36082,0.36119,0.36152,0.35908,0.35966,0.35864,0.35832,0.35714,0.35738,0.35574,0.35599,0.35516,0.35545,0.35378,0.35531,0.35742,0.35257,0.3418,0.32104,0.29352,0.26456,0.234,0.21005,0.18908,0.17485,0.15924,0.14515,0.13364,0.12257,0.11306,0.10473,0.09782,0.09051,0.08353,0.07759,0.07257,0.06824,0.06355,0.05927,0.05586,0.05238,0.04952,0.04651,0.04387,0.04282,0.03929,0.0379,0.03619,0.0332,0.03368,0.03047,0.02897,0.02802,0.02782,0.02569,0.02487,0.02358,0.02276,0.02158,0.02028,0.0202,0.01978,0.0191,0.01862,0.01811,0.0179,0.01702,0.01644,0.0158,0.01443,0.01424,0.01355,0.01376,0.01264,0.01325,0.01275,0.01322,0.01185,0.01167,0.01218,0.01065,0.01058,0.01064,0.00969,0.00936,0.00861,0.00998,0.00917,0.00821,0.00946,0.00936,0.00979,0.00731,0.00883,0.00884,0.00859,0.00744,0.00807,0.00882,0.00737,0.00773,0.00797,0.00774,0.00662,0.00778,0.00644,0.00605,0.00735,0.00537,0.00654,0.00755,0.00691,0.00621,0.00675,0.00669,0.00565,0.0058,0.0068,0.00567,0.00589,0.00635,0.00594,0.00602,0.00636,0.00555,0.00507,0.00596,0.00549,0.00506,0.00599,0.00625,0.00572,0.00574,0.005,0.00518,0.005,0.00548,0.00529,0.005,0.00528,0.005,0.00537,0.00599,0.00763,0.00929,0.01193,0.01514,0.02047,0.02481,0.03088,0.03672,0.04588,0.05207,0.06332,0.07202,0.08313,0.09348,0.10571,0.119,0.13248,0.14546,0.15824,0.17245,0.18848,0.20071,0.21403,0.22939,0.24176,0.25448,0.26682,0.27764,0.2879,0.29736,0.30806,0.31629,0.32464,0.33287,0.33813,0.34559,0.35127,0.35765,0.36233,0.36639,0.37142,0.37493,0.37871,0.38241
Outdoor_Real_Cycle_2,0.34267,0.34912,0.35594,0.36042,0.3661,0.37076,0.37494,0.37936,0.38302,0.3851,0.38934,0.39281,0.39306,0.39594,0.39797,0.39852,0.39924,0.40126,0.40068,0.40249,0.402,0.40217,0.40317,0.40278,0.40281,0.40183,0.40163,0.40152,0.40165,0.40032,0.39959,0.39961,0.3976,0.39741,0.39741,0.3962,0.39419,0.39471,0.3953,0.39206,0.39224,0.39151,0.39081,0.39027,0.38945,0.38786,0.38623,0.38567,0.38462,0.38301,0.38332,0.38162,0.38054,0.38059,0.37927,0.3785,0.37837,0.37812,0.3767,0.37517,0.37428,0.37586,0.37384,0.37391,0.3728,0.37071,0.3696,0.36887,0.36864,0.36887,0.36774,0.36703,0.36677,0.36546,0.36464,0.36431,0.36409,0.36218,0.36332,0.36101,0.36088,0.36081,0.3604,0.35952,0.35792,0.35759,0.35793,0.35865,0.36011,0.35808,0.34444,0.32294,0.29642,0.2658,0.23527,0.21258,0.19308,0.17457,0.16134,0.14787,0.13475,0.1235,0.11478,0.10566,0.09711,0.0913,0.08445,0.078,0.07325,0.06916,0.06361,0.05995,0.05689,0.05163,0.04938,0.04609,0.04493,0.04199,0.03978,0.03711,0.03434,0.03384,0.03491,0.03148,0.02786,0.02683,0.02693,0.02553,0.02421,0.02326,0.02198,0.02189,0.02058,0.02012,0.02012,0.01871,0.01865,0.01686,0.01592,0.016,0.01617,0.01684,0.01591,0.01514,0.015,0.01398,0.01254,0.01285,0.01325,0.01191,0.0125,0.01273,0.01189,0.01125,0.01158,0.01209,0.00967,0.01003,0.01081,0.00958,0.00927,0.01018,0.00843,0.00891,0.00932,0.00914,0.00888,0.00951,0.00892,0.00919,0.00887,0.00844,0.00875,0.00805,0.0068,0.00841,0.00745,0.0071,0.00671,0.00743,0.00778,0.0068,0.00706,0.00626,0.00707,0.00561,0.00633,0.00597,0.00556,0.00631,0.00605,0.00552,0.00669,0.00633,0.00618,0.00664,0.00617,0.005,0.00563,0.005,0.00598,0.00608,0.00512,0.005,0.005,0.005,0.00577,0.00602,0.00514,0.00583,0.00546,0.005,0.00504,0.005,0.00551,0.005,0.00709,0.00799,0.01295,0.01519,0.02014,0.02535,0.03167,0.03774,0.04432,0.05293,0.06265,0.07352,0.0831,0.0957,0.10731,0.11993,0.13362,0.14653,0.16099,0.17417,0.18832,0.20306,0.21633,0.23063,0.2444,0.25701,0.26961,0.2793,0.29113,0.3005,0.31072,0.31817,0.32713,0.335
Outdoor_Real_Cycle_1,0.07797,0.08805,0.0996,0.11175,0.12279,0.13525,0.14908,0.16149,0.17369,0.18717,0.19924,0.21162,0.22404,0.23427,0.2454,0.25656,0.26617,0.27625,0.28422,0.29204,0.30134,0.30737,0.31409,0.31926,0.32539,0.33096,0.33496,0.34022,0.34361,0.34739,0.35044,0.35481,0.35627,0.35792,0.36107,0.3616,0.36398,0.36398,0.36543,0.36722,0.36824,0.36843,0.36862,0.36873,0.36811,0.36854,0.36856,0.369,0.36853,0.36691,0.36772,0.36678,0.36603,0.36618,0.36578,0.36505,0.36331,0.36293,0.36259,0.36222,0.36057,0.35994,0.35858,0.3577,0.35808,0.35759,0.35591,0.35573,0.35453,0.3531,0.35288,0.35277,0.35101,0.35117,0.34787,0.34915,0.34794,0.34695,0.34644,0.34444,0.34477,0.34438,0.34431,0.34237,0.34146,0.34092,0.34106,0.34002,0.33885,0.33883,0.33795,0.33785,0.33624,0.33586,0.33523,0.334,0.33448,0.33388,0.33315,0.33244,0.33117,0.33122,0.33072,0.32991,0.32977,0.32959,0.32997,0.32844,0.32784,0.32965,0.3297,0.32678,0.31552,0.29825,0.27195,0.24426,0.21662,0.19434,0.17791,0.16202,0.14819,0.13486,0.12528,0.11378,0.10617,0.09922,0.09017,0.08396,0.07851,0.07284,0.06739,0.06396,0.05927,0.05653,0.05234,0.05075,0.04653,0.04421,0.04251,0.03908,0.03793,0.0367,0.03321,0.03268,0.03123,0.03015,0.02765,0.0264,0.02638,0.0252,0.02419,0.02334,0.02186,0.02161,0.02089,0.01958,0.02045,0.01899,0.0174,0.01795,0.01645,0.01701,0.01676,0.01512,0.01577,0.01504,0.0149,0.01518,0.01355,0.01292,0.01252,0.01227,0.01243,0.01242,0.01212,0.0122,0.01148,0.01211,0.01087,0.01245,0.011,0.00992,0.00961,0.01037,0.00978,0.01018,0.00988,0.00941,0.0088,0.00826,0.00877,0.00943,0.00892,0.00793,0.00867,0.00869,0.00782,0.00834,0.00818,0.00737,0.00818,0.00821,0.00844,0.00834,0.00681,0.00699,0.00779,0.00772,0.00766,0.00959,0.00756,0.00783,0.00766,0.00742,0.00678,0.00737,0.0064,0.00668,0.00648,0.00677,0.00807,0.006,0.007,0.006,0.00622,0.00712,0.00646,0.006,0.006,0.00672,0.006,0.00638,0.00625,0.006,0.00744,0.00651,0.006,0.00611,0.00707,0.0101,0.01189,0.01572,0.02017,0.02507,0.02921,0.03582,0.04258,0.05006,0.05986,0.06812
