point,voltage1,voltage2,sensor1,sensor2,rawSensor1,rawSensor2,dacVoltage,pulse,waveType,gasType,ppm,timestamp
136,3.1515,0.58025,25212,4642,25212,4642,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:19
137,3.13388,0.58063,25071,4645,25071,4645,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:19
138,3.11625,0.58225,24930,4658,24930,4658,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:20
140,3.08,0.58263,24640,4661,24640,4661,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:20
141,3.06663,0.58238,24533,4659,24533,4659,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:20
142,3.04613,0.57938,24369,4635,24369,4635,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:21
143,3.03663,0.58088,24293,4647,24293,4647,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:21
144,3.00725,0.58075,24058,4646,24058,4646,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:22
146,2.96738,0.5805,23739,4644,23739,4644,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:22
147,2.97863,0.58313,23829,4665,23829,4665,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:23
148,2.93825,0.58288,23506,4663,23506,4663,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:23
149,2.95388,0.57975,23631,4638,23631,4638,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:23
150,2.94125,0.58388,23530,4671,23530,4671,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:24
152,2.88625,0.5835,23090,4668,23090,4668,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:25
153,2.90163,0.58288,23213,4663,23213,4663,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:25
154,2.86513,0.58363,22921,4669,22921,4669,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:25
155,2.88113,0.58375,23049,4670,23049,4670,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:26
156,2.87013,0.58063,22961,4645,22961,4645,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:26
157,2.85413,0.58025,22833,4642,22833,4642,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:27
158,2.8435,0.5835,22748,4668,22748,4668,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:27
159,2.83125,0.581,22650,4648,22650,4648,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:28
160,2.826,0.57913,22608,4633,22608,4633,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:28
162,2.78413,0.57913,22273,4633,22273,4633,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:29
163,2.80263,0.57963,22421,4637,22421,4637,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:29
164,2.7925,0.581,22340,4648,22340,4648,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:30
166,2.77725,0.57963,22218,4637,22218,4637,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:30
167,2.7455,0.58063,21964,4645,21964,4645,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:31
168,2.76525,0.58013,22122,4641,22122,4641,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:31
169,2.75625,0.58263,22050,4661,22050,4661,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:31
170,2.74388,0.57963,21951,4637,21951,4637,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:32
171,2.74388,0.5825,21951,4660,21951,4660,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:32
172,2.73675,0.58113,21894,4649,21894,4649,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:33
173,2.70625,0.57913,21650,4633,21650,4633,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:33
174,2.69913,0.57875,21593,4630,21593,4630,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:34
176,2.68988,0.57875,21519,4630,21519,4630,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:34
177,2.71013,0.58188,21681,4655,21681,4655,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:35
178,2.6815,0.58363,21452,4669,21452,4669,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:35
179,2.70175,0.58313,21614,4665,21614,4665,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:35
180,2.674,0.58213,21392,4657,21392,4657,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:36
181,2.69425,0.58375,21554,4670,21554,4670,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:36
182,2.68963,0.58013,21517,4641,21517,4641,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:37
184,2.66763,0.58088,21341,4647,21341,4647,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:37
185,2.67613,0.57988,21409,4639,21409,4639,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:38
186,2.6725,0.58025,21380,4642,21380,4642,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:39
187,2.66788,0.57938,21343,4635,21343,4635,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:39
188,2.664,0.57838,21312,4627,21312,4627,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:39
189,2.661,0.58325,21288,4666,21288,4666,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:40
190,2.63588,0.58375,21087,4670,21087,4670,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:40
191,2.65575,0.58313,21246,4665,21246,4665,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:41
192,2.6535,0.57888,21228,4631,21228,4631,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:41
193,2.64988,0.58338,21199,4667,21199,4667,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:42
194,2.64775,0.57963,21182,4637,21182,4637,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:42
195,2.64488,0.583,21159,4664,21159,4664,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:43
196,2.64313,0.58163,21145,4653,21145,4653,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:43
197,2.641,0.57938,21128,4635,21128,4635,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:43
198,2.63838,0.583,21107,4664,21107,4664,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:44
199,2.63538,0.57913,21083,4633,21083,4633,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:44
200,2.622,0.58275,20976,4662,20976,4662,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:45
201,2.63238,0.57913,21059,4633,21059,4633,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:45
203,2.62875,0.58275,21030,4662,21030,4662,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:46
204,2.6275,0.58213,21020,4657,21020,4657,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:46
205,2.6025,0.57888,20820,4631,20820,4631,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:46
206,2.62538,0.58125,21003,4650,21003,4650,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:47
207,2.6005,0.58125,20804,4650,20804,4650,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:47
208,2.62388,0.58175,20991,4654,20991,4654,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:48
209,2.59725,0.58013,20778,4641,20778,4641,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:48
210,2.61988,0.58075,20959,4646,20959,4646,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:48
211,2.59563,0.57888,20765,4631,20765,4631,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:49
212,2.59575,0.58263,20766,4661,20766,4661,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:49
213,2.61813,0.57875,20945,4630,20945,4630,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:50
214,2.61288,0.57975,20903,4638,20903,4638,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:50
215,2.5925,0.57925,20740,4634,20740,4634,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:50
216,2.61438,0.582,20915,4656,20915,4656,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:51
217,2.61313,0.58175,20905,4654,20905,4654,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:52
218,2.58938,0.5825,20715,4660,20715,4660,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:52
219,2.6125,0.57938,20900,4635,20900,4635,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:52
220,2.61063,0.58263,20885,4661,20885,4661,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:53
221,2.58663,0.583,20693,4664,20693,4664,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:53
222,2.6085,0.58363,20868,4669,20868,4669,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:54
223,2.58663,0.58025,20693,4642,20693,4642,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:54
225,2.60663,0.5835,20853,4668,20853,4668,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:55
226,2.60563,0.5835,20845,4668,20845,4668,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:56
227,2.59988,0.57963,20799,4637,20799,4637,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:56
228,2.60375,0.579,20830,4632,20830,4632,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:57
229,2.60338,0.58275,20827,4662,20827,4662,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:58
230,2.60375,0.583,20830,4664,20830,4664,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:58
231,2.598,0.58325,20784,4666,20784,4666,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:58
232,2.6035,0.57963,20828,4637,20828,4637,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:59
233,2.57838,0.58188,20627,4655,20627,4655,0.0,0,0,CleanAir,0.0,2026-09-18 22:44:59
234,2.6015,0.582,20812,4656,20812,4656,0.0,0,0,CleanAir,0.0,2026-09-18 22:45:00
235,2.57788,0.58375,20623,4670,20623,4670,0.0,0,0,CleanAir,0.0,2026-09-18 22:45:00
236,2.60038,0.58338,20803,4667,20803,4667,0.0,0,0,CleanAir,0.0,2026-09-18 22:45:01
237,2.57675,0.5835,20614,4668,20614,4668,0.0,0,0,CleanAir,0.0,2026-09-18 22:45:01
238,2.60038,0.58363,20803,4669,20803,4669,0.0,0,0,CleanAir,0.0,2026-09-18 22:45:01
239,2.57688,0.58088,20615,4647,20615,4647,0.0,0,0,CleanAir,0.0,2026-09-18 22:45:02
240,2.59963,0.58338,20797,4667,20797,4667,0.0,0,0,CleanAir,0.0,2026-09-18 22:45:02
241,2.576,0.57863,20608,4629,20608,4629,0.0,0,0,CleanAir,0.0,2026-09-18 22:45:03
242,2.57788,0.58238,20623,4659,20623,4659,0.0,0,0,CleanAir,0.0,2026-09-18 22:45:03
243,2.59975,0.583,20798,4664,20798,4664,0.0,0,0,CleanAir,0.0,2026-09-18 22:45:04
244,2.575,0.58163,20600,4653,20600,4653,0.0,0,0,CleanAir,0.0,2026-09-18 22:45:04
245,2.59938,0.579,20795,4632,20795,4632,0.0,0,0,CleanAir,0.0,2026-09-18 22:45:04
246,2.5985,0.57938,20788,4635,20788,4635,0.0,0,0,CleanAir,0.0,2026-09-18 22:45:05
248,2.57525,0.5795,20602,4636,20602,4636,0.0,0,0,CleanAir,0.0,2026-09-18 22:45:05
249,2.5745,0.58113,20596,4649,20596,4649,0.0,0,0,CleanAir,0.0,2026-09-18 22:45:06
0,2.4735,0.5835,19788,4668,19788,4668,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:07
1,2.51563,0.58513,20125,4681,20125,4681,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:07
2,2.56375,0.58563,20510,4685,20510,4685,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:07
3,2.61675,0.58413,20934,4673,20934,4673,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:08
4,2.63713,0.58425,21097,4674,21097,4674,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:09
5,2.67163,0.58425,21373,4674,21373,4674,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:09
6,2.69863,0.58375,21589,4670,21589,4670,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:09
7,2.7055,0.585,21644,4680,21644,4680,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:10
8,2.75988,0.58438,22079,4675,22079,4675,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:10
9,2.78088,0.58413,22247,4673,22247,4673,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:11
10,2.80575,0.58363,22446,4669,22446,4669,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:11
11,2.83813,0.58438,22705,4675,22705,4675,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:12
12,2.82838,0.58575,22627,4686,22627,4686,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:12
13,2.845,0.58463,22760,4677,22760,4677,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:13
14,2.86013,0.58363,22881,4669,22881,4669,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:13
15,2.90175,0.58463,23214,4677,23214,4677,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:13
16,2.92163,0.58663,23373,4693,23373,4693,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:14
17,2.93463,0.5855,23477,4684,23477,4684,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:14
18,2.9465,0.58725,23572,4698,23572,4698,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:14
19,2.9595,0.58413,23676,4673,23676,4673,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:15
20,2.97025,0.5845,23762,4676,23762,4676,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:15
21,2.98538,0.5845,23883,4676,23883,4676,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:16
22,2.9685,0.58388,23748,4671,23748,4671,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:16
23,3.0075,0.5825,24060,4660,24060,4660,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:16
24,2.98888,0.586,23911,4688,23911,4688,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:17
25,3.02538,0.58388,24203,4671,24203,4671,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:17
26,3.00525,0.58438,24042,4675,24042,4675,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:18
27,3.04075,0.58763,24326,4701,24326,4701,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:18
28,3.02075,0.58463,24166,4677,24166,4677,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:18
29,3.056,0.58438,24448,4675,24448,4675,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:19
31,3.06963,0.58525,24557,4682,24557,4682,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:19
32,3.04763,0.58475,24381,4678,24381,4678,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:20
33,3.05263,0.58725,24421,4698,24421,4698,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:20
34,3.058,0.5875,24464,4700,24464,4700,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:20
35,3.09175,0.5875,24734,4700,24734,4700,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:21
36,3.0695,0.58663,24556,4693,24556,4693,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:21
37,3.0765,0.58438,24612,4675,24612,4675,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:22
38,3.08038,0.58275,24643,4662,24643,4662,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:22
39,3.11413,0.58488,24913,4679,24913,4679,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:22
40,3.08938,0.58388,24715,4671,24715,4671,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:23
41,3.12075,0.58763,24966,4701,24966,4701,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:23
42,3.12625,0.5875,25010,4700,25010,4700,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:24
43,3.13063,0.58675,25045,4694,25045,4694,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:24
44,3.1365,0.58475,25092,4678,25092,4678,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:25
45,3.11113,0.58463,24889,4677,24889,4677,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:25
46,3.11313,0.58763,24905,4701,24905,4701,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:26
48,3.1185,0.58388,24948,4671,24948,4671,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:26
49,3.12188,0.58775,24975,4702,24975,4702,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:27
51,3.15488,0.58775,25239,4702,25239,4702,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:27
52,3.152,0.58713,25216,4697,25216,4697,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:28
54,3.16175,0.5875,25294,4700,25294,4700,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:29
56,3.13688,0.58388,25095,4671,25095,4671,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:29
57,3.141,0.58363,25128,4669,25128,4669,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:30
58,3.14075,0.58438,25126,4675,25126,4675,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:31
59,3.17113,0.58775,25369,4702,25369,4702,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:31
60,3.14313,0.58675,25145,4694,25145,4694,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:32
61,3.175,0.586,25400,4688,25400,4688,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:32
62,3.17575,0.58813,25406,4705,25406,4705,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:32
63,3.17875,0.58438,25430,4675,25430,4675,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:33
65,3.17988,0.58725,25439,4698,25439,4698,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:34
66,3.18113,0.5875,25449,4700,25449,4700,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:34
67,3.153,0.586,25224,4688,25224,4688,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:35
68,3.1825,0.58475,25460,4678,25460,4678,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:35
69,3.155,0.58363,25240,4669,25240,4669,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:35
70,3.18513,0.58263,25481,4661,25481,4661,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:36
71,3.18625,0.58463,25490,4677,25490,4677,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:36
72,3.15763,0.58475,25261,4678,25261,4678,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:37
73,3.18713,0.58725,25497,4698,25497,4698,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:37
75,3.18863,0.58375,25509,4670,25509,4670,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:38
76,3.15975,0.58438,25278,4675,25278,4675,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:38
77,3.18025,0.58663,25442,4693,25442,4693,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:38
78,3.16063,0.58263,25285,4661,25285,4661,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:39
79,3.191,0.58475,25528,4678,25528,4678,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:39
81,3.182,0.58613,25456,4689,25456,4689,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:40
82,3.19238,0.58525,25539,4682,25539,4682,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:40
83,3.16888,0.58775,25351,4702,25351,4702,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:41
84,3.19338,0.5875,25547,4700,25547,4700,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:41
85,3.1635,0.58388,25308,4671,25308,4671,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:41
86,3.19488,0.58588,25559,4687,25559,4687,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:42
87,3.19513,0.58488,25561,4679,25561,4679,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:42
88,3.195,0.58575,25560,4686,25560,4686,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:43
89,3.18975,0.58738,25518,4699,25518,4699,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:43
90,3.19588,0.58438,25567,4675,25567,4675,3.3,255,0,CleanAir,0.0,2026-09-18 22:45:43
